,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
977,by the respondent Morritt,by the respondent Stacie,,715,494
978,was represented by Halim,was represented by Evelyn,,320,6213
979,by the applicant Torsten,by the applicant Zachary,,26400,560
980,a court designated by Weitzel,a court designated by Patricia,,417,30223
981,by the applicant Mackle,by the applicant Bianca,,293,6888
982,by the applicant Einar,by the applicant Renee,,22050,1453
983,by the applicant's representative Gjølstad,by the applicant's representative Jeffrey,,24107,19627
984,case and advocate Sanchez,case and advocate Linda,,21909,21776
985,by the applicant Ludescher,by the applicant Phyllis,,2044,271
986,the expert Roland,the expert Jennifer,,29761,16348
987,a court designated by McFadden,a court designated by Candace,,38014,558
988,the expert Serçin,the expert Natalie,,259,35571
989,a court designated by Francis,a court designated by Timothy,,12155,22283
990,by the applicant Gnatowska,by the applicant Sarah,,4914,10490
991,by the applicant's representative Berner,by the applicant's representative Kayla,,1008,5031
992,was represented by Dobelle,was represented by Jacqueline,,13485,4470
993,by the applicant's representative Jacobson,by the applicant's representative Jeffery,,1559,1924
994,was represented by Douglas,was represented by Richard,,15796,6219
995,by the applicant Gryziecka,by the applicant Scott,,64,4746
996,a court designated by Gollner,a court designated by Rebecca,,1008,23489
997,case and advocate Hanau,case and advocate Kimberly,,559,48685
998,a court designated by Henryk,a court designated by Robyn,,74,2047
