,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
1539, by the respondent Çağlar, by the respondent Erika,,14115,41554
1540, a court designated by Beitlich, a court designated by Melinda,,6915,17872
1541, the expert Françoise, the expert Tabitha,,1082,64
1542, a court designated by Rachel, a court designated by Eric,,32532,16645
1543, a court designated by Sławski, a court designated by Jocelyn,,33639,92609
1544, by the applicant Sicilianos, by the applicant Katelyn,,437,77
1545, by the applicant Medalen, by the applicant Tammy,,268,2465
1546, was represented by Kenan, was represented by Brianna,,276,12930
1547, a court designated by Gómez, a court designated by Reginald,,83256,67
1548, by the applicant's representative Lizarraga, by the applicant's representative Loretta,,12748,2629
1549, by the applicant Sandro, by the applicant Tammy,,299,2465
1550, a court designated by Gönül, a court designated by Yvonne,,36624,30052
1551, a court designated by Lopes, a court designated by Tyrone,,19031,606
1552, by the applicant Riess, by the applicant Micheal,,434,278
1553, by the respondent Bernhardt, by the respondent Rhonda,,60382,18693
1554, by the respondent Herberg, by the respondent Marcia,,7881,689
1555, by the applicant Magnusson, by the applicant Erika,,942,41554
1556, the expert Norden, the expert Tammy,,28884,2465
1557, case and advocate Guard, case and advocate Hannah,,12542,48361
1558, the expert Alexander, the expert Nicholas,,20643,40796
1559, was represented by Panizza, was represented by Tammy,,14059,2465
1560, case and advocate Lorraine, case and advocate Jasmin,,91122,1083
1561, the expert Torun, the expert Mariah,,359,19870
1562, by the respondent Pham, by the respondent Kelsey,,309,93567
1563, was represented by Sahro, was represented by Kelsey,,299,93567
1564, by the respondent Hamilton, by the respondent Scott,,24051,10016
1565, the expert Paul, the expert Mark,,7043,4488
1566, was represented by Viera, was represented by Kristi,,26919,72
1567, case and advocate Kendal, case and advocate Michaela,,278,64
1568, case and advocate Zaleski, case and advocate Darryl,,6780,75
1569, by the respondent Magee, by the respondent Nichole,,68,1286
1570, case and advocate Mooren, case and advocate Micheal,,77,278
1571, a court designated by Detective, a court designated by Maria,,56379,23880
1572, by the applicant Olsen, by the applicant Austin,,82881,19816
1573, a court designated by Montoro, a court designated by Mathew,,18812,365
1574, the expert Sullivan, the expert Paula,,43089,62253
1575, by the respondent Mason, by the respondent Lee,,29927,12336
1576, by the applicant Spanish, by the applicant Linda,,15506,39162
1577, the expert Takis, the expert Kristin,,285,258
1578, by the applicant Leyla, by the applicant Melinda,,4355,17872
1579, was represented by Bayer, was represented by Jared,,86520,44328
1580, was represented by Bozan, was represented by Sherri,,50226,462
1581, the expert Orzechowski, the expert Katelyn,,29384,77
1582, case and advocate Claudia, case and advocate Isaiah,,81156,64530
1583, was represented by Birol, was represented by Lacey,,1098,57020
1584, a court designated by Miguel, a court designated by Matthew,,46991,19475
1585, by the applicant's representative Yağmur, by the applicant's representative Kaitlyn,,66206,18499
1586, the expert Nisse, the expert Gabrielle,,15760,6853
1587, by the applicant's representative Gülizar, by the applicant's representative Kayla,,11403,4355
1588, by the applicant President, by the applicant Alice,,4900,30505
1589, by the applicant's representative Sawicka, by the applicant's representative Yvonne,,64,30052
1590, the expert İbrahim, the expert Debra,,59032,14720
1591, by the applicant Janosevic, by the applicant Cheyenne,,45775,26193
1592, by the respondent Hök, by the respondent Brandi,,74,72
1593, the expert Hatice, the expert Erika,,560,41554
1594, the expert Arabacı, the expert Stacey,,103063,57020
1595, by the applicant's representative Serkan, by the applicant's representative Shawna,,8826,3458
1596, by the applicant Marecki, by the applicant Tracey,,98838,88
1597, a court designated by för, a court designated by Cody,,17053,58382
1598, by the respondent Ejder, by the respondent Kristin,,1126,258
1599, was represented by Saïd, was represented by Kaitlyn,,67,18499
1600, a court designated by Zenon, a court designated by Sherry,,263,5515
1601, was represented by Kureth, was represented by Jocelyn,,339,92609
1602, by the respondent Gorraiz, by the respondent Yvonne,,450,30052
1603, the expert van, the expert David,,5355,6941
1604, by the applicant Kiliç, by the applicant Katelyn,,3209,77
1605, was represented by Tikiz, was represented by Brianna,,450,12930
1606, by the applicant QC, by the applicant Chelsea,,43707,27616
1607, by the applicant's representative Tayfun, by the applicant's representative Renee,,12158,68
1608, the expert Robathin, the expert Katelyn,,258,77
1609, by the respondent Bayram, by the respondent Melvin,,2453,9799
1610, by the applicant Wenner, by the applicant Caitlyn,,1215,18499
1611, by the applicant Antony, by the applicant Amber,,97728,47764
1612, by the respondent Necdet, by the respondent Michaela,,19842,64
1613, by the respondent Albuquerque, by the respondent Morgan,,76912,23809
1614, a court designated by Selb, a court designated by Breanna,,65,12930
1615, by the applicant's representative İlhan, by the applicant's representative Darrell,,10118,16684
1616, the expert Gül, the expert Rebecca,,127054,45557
1617, by the applicant's representative McKeown, by the applicant's representative Katelyn,,785,77
1618, the expert Kane, the expert Nicole,,46656,45130
1619, by the applicant's representative Vesile, by the applicant's representative Kendra,,458,969
1620, by the applicant Ülkü, by the applicant Katelyn,,2448,77
1621, by the respondent Fermín, by the respondent Kayla,,25196,4355
1622, a court designated by Willi, a court designated by David,,111680,6941
1623, by the applicant's representative Şerif, by the applicant's representative Sherri,,125060,462
1624, was represented by Ward, was represented by Jacob,,27738,25537
1625, the expert Prince, the expert Danielle,,19912,72716
1626, by the applicant's representative Altay, by the applicant's representative Tammy,,352,2465
1627, case and advocate Ellez, case and advocate Vickie,,41881,648
1628, by the applicant's representative Augusto, by the applicant's representative Deanna,,78,12930
1629, was represented by Lord, was represented by Crystal,,10425,29016
1630, by the applicant Oberhofer, by the applicant Reginald,,809,67
1631, by the respondent Katya, by the respondent Kendra,,7911,969
1632, a court designated by Liechtenstein, a court designated by Jermaine,,12711,68
1633, by the respondent Pettiti, by the respondent Bridget,,12583,456
1634, by the applicant's representative Horwich, by the applicant's representative Sabrina,,17316,41071
1635, by the applicant Aktar, by the applicant Annette,,277,79828
1636, a court designated by Carrillo, a court designated by Christy,,22532,88
1637, case and advocate Sinan, case and advocate Felicia,,276,24985
1638, the expert Faruk, the expert Jeffery,,3178,727
1639, by the applicant Ünsal, by the applicant Rebekah,,278,1494
1640, a court designated by Xaver, a court designated by Mariah,,7403,19870
1641, the expert highest, the expert Christopher,,8592,26035
1642, was represented by Uzun, was represented by Kristin,,359,258
1643, case and advocate Dombek, case and advocate Cheyenne,,1247,26193
1644, by the respondent Belliard, by the respondent Alyssa,,68965,53207
1645, a court designated by Karayiğit, a court designated by Cheyenne,,102713,26193
1646, by the respondent Khan, by the respondent Julie,,25273,42287
1647, a court designated by Karsten, a court designated by Desiree,,16172,68
1648, by the applicant's representative Genç, by the applicant's representative Brandon,,122079,32866
1649, the expert Harroudj, the expert Alisha,,73,64
1650, by the respondent Hakan, by the respondent Jaclyn,,19818,18499
1651, case and advocate Franziska, case and advocate Kristopher,,49660,17370
1652, by the applicant Ormrod, by the applicant Darryl,,24409,75
1653, was represented by Father, was represented by Douglas,,20941,31164
1654, was represented by Kuş, was represented by Chelsey,,7370,93567
1655, case and advocate Dowsett, case and advocate Caitlin,,67614,3817
1656, the expert Öngün, the expert Kaitlyn,,16461,18499
1657, by the respondent Türker, by the respondent Krista,,7197,64
1658, was represented by Spano, was represented by Norma,,78,64
1659, the expert Søren, the expert Jocelyn,,1466,92609
1660, was represented by Hofer, was represented by Jillian,,809,1122
1661, by the applicant's representative Özkaya, by the applicant's representative Kaitlyn,,12874,18499
1662, a court designated by Korbel, a court designated by Traci,,9978,25471
1663, was represented by Sait, was represented by Lorraine,,1339,91122
1664, by the applicant JA, by the applicant Taylor,,54839,16844
1665, a court designated by Hickman, a court designated by Collin,,1543,258
1666, by the respondent Dirk, by the respondent Amy,,85029,29793
1667, case and advocate Economic, case and advocate Gregory,,23362,44069
1668, by the respondent Mulet, by the respondent Leroy,,49518,2303
1669, case and advocate Forde, case and advocate Kristin,,451,258
1670, was represented by Gunny, was represented by Krista,,3919,64
1671, by the applicant Gryziecki, by the applicant Darryl,,98838,75
1672, case and advocate Anthony, case and advocate Bryan,,21353,37453
1673, a court designated by Nugent, a court designated by Cristian,,306,1122
1674, was represented by Codner, was represented by Candice,,1215,560
1675, a court designated by Armine, a court designated by Tanya,,6095,25041
1676, by the respondent Officer, by the respondent Laura,,20148,30928
1677, case and advocate Sabri, case and advocate Gabrielle,,462,6853
1678, case and advocate Gidel, case and advocate Gabriella,,27900,6985
1679, case and advocate Kotowski, case and advocate Monique,,29384,2428
1680, by the applicant's representative Savcı, by the applicant's representative Brandy,,100814,13634
1681, was represented by Kilcullen, was represented by Katelyn,,42574,77
1682, by the applicant Oehler, by the applicant Debra,,58696,14720
1683, by the applicant's representative Folke, by the applicant's representative Tamara,,441,5169
1684, was represented by Moreno, was represented by Crystal,,79275,29016
1685, was represented by Sommerfeld, was represented by Wanda,,31202,10018
1686, was represented by Tibet, was represented by Kevin,,45261,16768
1687, by the respondent Hanne, by the respondent Hayley,,20991,3258
1688, a court designated by Minelli, a court designated by Sherri,,21148,462
1689, by the applicant Eser, by the applicant Jeffery,,805,727
1690, by the respondent Ruken, by the respondent Tracie,,2779,47383
1691, by the respondent Alsaker, by the respondent Rachael,,4506,6015
1692, by the applicant Collon, by the applicant Shelly,,263,12160
1693, was represented by Leslie, was represented by Kenneth,,54783,49498
1694, by the applicant's representative Palomo, by the applicant's representative Maureen,,16279,96672
1695, by the respondent Mühl, by the respondent Kayla,,18442,4355
1696, case and advocate Pan, case and advocate Jasmine,,11233,82452
1697, by the respondent Gray, by the respondent Debbie,,24255,64489
1698, a court designated by née, a court designated by Monique,,8047,2428
1699, by the applicant's representative Elvin, by the applicant's representative Debra,,9799,14720
1700, a court designated by Oran, a court designated by Brandi,,276,72
1701, by the applicant's representative Cyrson, by the applicant's representative Bethany,,942,3852
1702, by the applicant's representative Eastaway, by the applicant's representative Wanda,,14075,10018
1703, by the respondent Daniel, by the respondent Eric,,15469,16645
1704, by the applicant Linda, by the applicant Jason,,39162,18984
1705, case and advocate Ataman, case and advocate Jeanne,,13005,818
1706, by the respondent Howard, by the respondent Danielle,,20462,72716
1707, by the applicant's representative Münür, by the applicant's representative Yvonne,,5297,30052
1708, case and advocate Shaw, case and advocate Jason,,36285,18984
1709, a court designated by Philip, a court designated by Tony,,26241,19036
1710, the expert Marchi, the expert Zachary,,72,661
1711, by the applicant's representative Kavili, by the applicant's representative Jermaine,,4008,68
1712, case and advocate Cremona, case and advocate Tammie,,64,648
1713, by the applicant's representative Carter, by the applicant's representative Kyle,,25581,31359
1714, a court designated by Malek, a court designated by Jeffery,,74,727
1715, by the respondent Hanau, by the respondent Terri,,2933,462
1716, by the applicant Erseven, by the applicant Gail,,81285,607
1717, the expert Denham, the expert Sherry,,5721,5515
1718, by the applicant Stewart, by the applicant Stephen,,29868,18587
1719, a court designated by Metin, a court designated by Alyssa,,258,53207
1720, case and advocate Hugo, case and advocate Jessica,,52194,33467
1721, case and advocate Jeremy, case and advocate Kimberly,,28217,86753
1722, was represented by Worm, was represented by Veronica,,74130,83621
1723, by the respondent Ereren, by the respondent Cassie,,17848,648
1724, by the applicant's representative Oskar, by the applicant's representative Kaitlyn,,277,18499
1725, a court designated by Koç, a court designated by Jillian,,3209,1122
1726, by the applicant's representative Berger, by the applicant's representative Charles,,69725,15274
1727, a court designated by Matti, a court designated by Darrell,,72,16684
1728, by the applicant's representative Vuitton, by the applicant's representative Rebekah,,783,1494
1729, a court designated by Furman, a court designated by Brandy,,1543,13634
1730, case and advocate Öner, case and advocate Tasha,,1215,31543
1731, by the applicant's representative Bakar, by the applicant's representative Deanna,,277,12930
1732, was represented by Steiger, was represented by Kiara,,7420,5169
1733, was represented by Schroeter, was represented by Hailey,,1430,18280
1734, case and advocate Olesen, case and advocate Jaclyn,,57127,18499
1735, by the applicant Civil, by the applicant Richard,,16803,12131
1736, case and advocate Poledna, case and advocate Cheyenne,,3458,26193
1737, by the applicant Rémi, by the applicant Michaela,,8318,64
1738, case and advocate Kalan, case and advocate Tammy,,276,2465
1739, by the applicant's representative Rowsell, by the applicant's representative Selena,,616,7304
1740, by the applicant's representative Mahi, by the applicant's representative Tammy,,72,2465
1741, by the applicant's representative Albayrak, by the applicant's representative Katelyn,,104172,77
1742, by the applicant Hodgson, by the applicant Krystal,,942,14272
1743, was represented by Larsson, was represented by Melinda,,31031,17872
1744, was represented by Ramirez, was represented by Austin,,72093,19816
1745, was represented by Cork, was represented by Daniel,,53036,15469
1746, by the respondent Waaben, by the respondent Marissa,,41408,22144
1747, case and advocate December, case and advocate Katherine,,6790,62426
1748, case and advocate Karen, case and advocate Matthew,,35745,19475
1749, a court designated by Şah, a court designated by Margaret,,126802,38649
1750, a court designated by Janas, a court designated by Renee,,300,68
1751, by the respondent Drs, by the respondent Yolanda,,82,10018
1752, the expert Ferenc, the expert Felicia,,967,24985
1753, by the applicant Elmer, by the applicant Sabrina,,1195,41071
1754, was represented by Alican, was represented by Ashlee,,276,8669
1755, by the applicant's representative Huemer, by the applicant's representative Charlene,,41996,35291
1756, the expert Hasko, the expert Katelyn,,78,77
1757, by the respondent Olbrich, by the respondent Yvonne,,718,30052
1758, by the applicant Public, by the applicant Allen,,3142,20661
1759, was represented by Shearer, was represented by Mariah,,61570,19870
1760, the expert Burda, the expert Lorraine,,3315,91122
1761, by the applicant's representative Gleeson, by the applicant's representative Sherry,,62017,5515
1762, case and advocate Van, case and advocate Linda,,13000,39162
1763, a court designated by Edmund, a court designated by Donald,,71911,9641
1764, by the applicant's representative Kellberg, by the applicant's representative Alejandra,,7881,24155
1765, the expert Öztorun, the expert Cheyenne,,359,26193
1766, by the applicant's representative Moore, by the applicant's representative Daniel,,20832,15469
1767, the expert Pearson, the expert Jason,,59642,18984
1768, by the applicant's representative Foighel, by the applicant's representative Yvonne,,301,30052
1769, by the applicant Akın, by the applicant Deanna,,16507,12930
1770, by the respondent Spencers, by the respondent Kayla,,63394,4355
1771, was represented by Osterman, was represented by Katelyn,,1543,77
1772, the expert Jens, the expert Patricia,,96130,55034
1773, by the respondent Ingrit, by the respondent Cheyenne,,275,26193
1774, the expert Schuh, the expert Shari,,12825,2850
1775, was represented by Polat, was represented by Erika,,266,41554
1776, was represented by Morris, was represented by Taylor,,30283,16844
1777, was represented by Carl, was represented by Paul,,22770,7043
1778, a court designated by Kristiansen, a court designated by Reginald,,268,67
1779, a court designated by Osman, a court designated by Keith,,107962,32602
1780, by the applicant's representative Marianna, by the applicant's representative Chelsey,,12930,93567
1781, by the applicant Dag, by the applicant Cody,,78127,58382
1782, by the applicant Osborne, by the applicant Todd,,71229,30534
1783, case and advocate VOYAME, case and advocate Mckenzie,,2797,13846
1784, was represented by Francisco, was represented by Erin,,13175,56914
1785, by the applicant İzzet, by the applicant Kaitlin,,295,3817
1786, case and advocate Interesu, case and advocate Katelyn,,84,77
1787, was represented by Sylviane, was represented by Eileen,,36135,91794
1788, by the applicant's representative Abdulvahap, by the applicant's representative Gwendolyn,,391,1910
1789, by the applicant's representative Nyberg, by the applicant's representative Kendra,,7881,969
1790, by the respondent her, by the respondent Alicia,,1077,80002
1791, a court designated by Castro, a court designated by Michael,,47624,8096
1792, a court designated by Başkan, a court designated by Matthew,,110484,19475
1793, was represented by Bitkin, was represented by Tonya,,8148,64
1794, a court designated by Scott, a court designated by Todd,,10016,30534
1795, was represented by Ganna, was represented by Stacey,,12930,57020
1796, by the applicant Martens, by the applicant Debra,,729,14720
1797, was represented by Pasoi, was represented by Tonya,,6870,64
1798, the expert Frazer, the expert Marissa,,7215,22144
1799, a court designated by Joshua, a court designated by Jonathan,,40592,24150
1800, a court designated by Tulpar, a court designated by Nathaniel,,1768,12315
1801, by the applicant's representative Grace, by the applicant's representative Sandra,,32171,56786
1802, a court designated by Saleh, a court designated by Erika,,71,41554
1803, the expert Johan, the expert Mark,,89907,4488
1804, the expert Andrew, the expert Angela,,13929,38243
1805, by the applicant Cassin, by the applicant Monique,,258,2428
1806, by the applicant's representative Gültaş, by the applicant's representative Melinda,,120543,17872
1807, by the applicant Selhan, by the applicant Mandy,,10118,13634
1808, by the respondent Härestål, by the respondent Loretta,,87604,2629
1809, by the applicant Ryszard, by the applicant Loretta,,569,2629
1810, case and advocate Luisa, case and advocate Terri,,64,462
1811, by the applicant's representative Korff, by the applicant's representative Nichole,,544,1286
1812, case and advocate Sayın, case and advocate Brandy,,16507,13634
1813, by the respondent Sánchez, by the respondent Melvin,,99634,9799
1814, the expert Hasan, the expert Ellen,,100072,47685
1815, the expert Beck, the expert Jonathan,,29818,24150
1816, by the applicant Elke, by the applicant Christy,,441,88
1817, by the applicant Lerway, by the applicant Jaclyn,,3195,18499
1818, case and advocate Riza, case and advocate Zachary,,17528,661
1819, by the applicant's representative Hobbs, by the applicant's representative Roberta,,1302,64
1820, by the respondent Marc, by the respondent Kathryn,,19412,92168
1821, case and advocate Phelps, case and advocate Emily,,98615,35266
1822, a court designated by Tarcan, a court designated by Breanna,,4919,12930
1823, by the applicant Caron, by the applicant Kendra,,263,969
1824, case and advocate Allard, case and advocate Jaclyn,,569,18499
1825, by the respondent Brough, by the respondent Jeffery,,1458,727
1826, was represented by Myjer, was represented by Sabrina,,27457,41071
1827, the expert Laimer, the expert Reginald,,261,67
1828, the expert Neville, the expert Carlos,,82335,30397
1829, by the respondent Binbir, by the respondent Kendra,,44955,969
1830, the expert Genevois, the expert Aimee,,285,68
1831, was represented by Bilen, was represented by Kristina,,23684,2259
1832, was represented by Innovation, was represented by Melissa,,38710,48148
1833, was represented by Bayam, was represented by Sabrina,,309,41071
1834, the expert Demetriades, the expert Darryl,,3536,75
1835, by the applicant Öngel, by the applicant Yvonne,,301,30052
1836, by the applicant's representative Thierry, by the applicant's representative Micheal,,5515,278
1837, by the applicant COOPER, by the applicant Kristin,,47465,258
1838, the expert Clerk, the expert Tracy,,63240,60342
1839, was represented by Keith, was represented by Elizabeth,,32602,21393
1840, by the applicant Gabl, by the applicant Tanya,,75,25041
1841, by the applicant Serge, by the applicant Douglas,,33022,31164
1842, by the applicant's representative Bulut, by the applicant's representative Sabrina,,332,41071
1843, by the applicant's representative Kurzac, by the applicant's representative Charlene,,96726,35291
1844, case and advocate Şahiner, case and advocate Karla,,10670,4355
1845, the expert Zuhal, the expert Jody,,12130,1094
1846, by the applicant's representative Kalaylı, by the applicant's representative Katelyn,,26693,77
1847, was represented by Habscheid, was represented by Priscilla,,59026,6374
1848, by the respondent Miss, by the respondent Steven,,9083,24565
1849, case and advocate Anna, case and advocate Kristen,,24101,77214
1850, by the applicant Gigirey, by the applicant Reginald,,88,67
1851, was represented by Midyat, was represented by Candace,,99715,580
1852, by the respondent Eren, by the respondent Latoya,,1466,47162
1853, by the respondent Hart, by the respondent Cody,,23750,58382
1854, by the applicant's representative Clayton, by the applicant's representative Douglas,,64544,31164
1855, by the applicant's representative Weir, by the applicant's representative Tracey,,404,88
1856, a court designated by Davies, a court designated by Mason,,56872,29927
1857, was represented by Hauser, was represented by Traci,,882,25471
1858, the expert Master, the expert Melissa,,11060,48148
1859, was represented by Kazım, was represented by Nathaniel,,38404,12315
1860, by the applicant's representative Özbekli, by the applicant's representative Kaitlyn,,747,18499
1861, was represented by Tobias, was represented by Darren,,80102,58090
1862, the expert Bingham, the expert Brianna,,24125,12930
1863, by the applicant Koppi, by the applicant Felicia,,2554,24985
1864, by the respondent Marlène, by the respondent Sherry,,48099,5515
1865, by the respondent Charleton, by the respondent Sherry,,15989,5515
1866, case and advocate Moriarty, case and advocate Desiree,,6862,68
1867, the expert Lorente, the expert Micheal,,24341,278
1868, a court designated by Read, a court designated by Robert,,4557,8563
1869, was represented by Sporer, was represented by Zachary,,15171,661
1870, by the applicant's representative Sedley, by the applicant's representative Bridget,,3258,456
1871, a court designated by Adele, a court designated by Annette,,273,79828
1872, by the respondent Cristina, by the respondent Judith,,100214,79193
1873, by the respondent Beata, by the respondent Stacey,,460,57020
1874, by the respondent Nigel, by the respondent Carol,,66916,10463
1875, a court designated by Linden, a court designated by Richard,,100165,12131
1876, by the respondent Eugene, by the respondent Alexandra,,51558,75116
1877, the expert Picard, the expert Ruben,,569,268
1878, case and advocate Askan, case and advocate Mathew,,8826,365
1879, by the respondent Enez, by the respondent Debra,,55506,14720
1880, a court designated by Waite, a court designated by Jodi,,635,31559
1881, a court designated by Golder, a court designated by Kayla,,2061,4355
1882, by the applicant's representative Thaler, by the applicant's representative Brianna,,13412,12930
1883, by the respondent Barrett, by the respondent Sheila,,56859,95175
1884, by the applicant King, by the applicant Christopher,,6342,26035
1885, by the applicant's representative Paschinger, by the applicant's representative Aimee,,5248,68
1886, a court designated by Ms, a court designated by Mark,,16450,4488
1887, case and advocate Reşit, case and advocate Rebekah,,275,1494
1888, by the applicant's representative İlimoğlu, by the applicant's representative Tabitha,,107349,64
1889, a court designated by Hughes, a court designated by Olivia,,41411,60387
1890, by the respondent McClure, by the respondent Terri,,554,462
1891, was represented by Buscarini, was represented by Darryl,,6729,75
1892, by the applicant's representative Catholic, by the applicant's representative Dustin,,16879,79418
1893, was represented by Sally, was represented by Fernando,,53391,51485
1894, the expert prosecutor, the expert Kelly,,36151,19178
1895, by the applicant Kadian, by the applicant Nathaniel,,10272,12315
1896, by the respondent Collins, by the respondent Charles,,29770,15274
1897, by the applicant's representative Demir, by the applicant's representative Tiffany,,119371,68573
1898, case and advocate Highness, case and advocate Krista,,2136,64
1899, case and advocate Konrad, case and advocate Karla,,13584,4355
1900, by the applicant's representative Androsch, by the applicant's representative Yvonne,,331,30052
1901, by the applicant Şensoy, by the applicant Phyllis,,88,285
1902, case and advocate Geer, case and advocate Darius,,261,41321
1903, by the respondent Hasibeder, by the respondent Alisha,,7442,64
1904, by the applicant's representative Cvetan, by the applicant's representative Yvonne,,276,30052
1905, case and advocate Butt, case and advocate Mark,,70449,4488
1906, by the applicant Dollé, by the applicant Zachary,,978,661
1907, was represented by Steyn, was represented by Kayla,,1910,4355
1908, by the applicant LINKE, by the applicant Christy,,3472,88
1909, by the respondent Albert, by the respondent Randy,,17971,46315
1910, a court designated by Heinz, a court designated by Alyssa,,41622,53207
1911, by the applicant Foucher, by the applicant Breanna,,24889,12930
1912, was represented by Beşir, was represented by Renee,,404,68
1913, a court designated by Eleonor, a court designated by Kristina,,55137,2259
1914, by the applicant's representative Arthur, by the applicant's representative Erin,,28686,56914
1915, by the respondent Arasan, by the respondent Abigail,,46488,85306
1916, by the respondent Weatherup, by the respondent Jeanette,,455,6672
1917, was represented by Leszek, was represented by Debra,,64123,14720
1918, was represented by Issı, was represented by Briana,,3862,3444
1919, by the respondent Wynne, by the respondent Tricia,,818,24985
1920, a court designated by Kovler, a court designated by Latasha,,1565,31543
1921, by the respondent Jobbins, by the respondent Mathew,,40430,365
1922, was represented by Barbara, was represented by Adam,,32207,15387
1923, case and advocate Merdan, case and advocate Renee,,36255,68
1924, the expert Kress, the expert Dominique,,676,2428
1925, was represented by Bagge, was represented by Gabriella,,713,6985
1926, the expert Dopico, the expert Brittney,,4042,3520
1927, by the respondent Pohl, by the respondent Kayla,,40437,4355
1928, by the applicant Charles, by the applicant Michael,,15274,8096
1929, a court designated by Jag, a court designated by Kimberly,,30511,86753
1930, by the applicant Johnston, by the applicant Natasha,,61582,87766
1931, by the applicant's representative Soldier, by the applicant's representative David,,53529,6941
1932, by the applicant McInnes, by the applicant Tammie,,4978,648
1933, by the applicant's representative Mohammed, by the applicant's representative Robert,,46392,8563
1934, case and advocate Roger, case and advocate Patrick,,29607,20199
1935, was represented by Cutanda, was represented by Debra,,10018,14720
1936, by the applicant's representative Pamuk, by the applicant's representative Tanya,,3178,25041
1937, by the applicant's representative Luz, by the applicant's representative Frank,,82739,9454
1938, case and advocate Altan, case and advocate Dwayne,,276,90662
1939, by the applicant Johnny, by the applicant Luke,,32980,25459
1940, case and advocate Groer, case and advocate Deanna,,261,12930
1941, by the respondent Sürgit, by the respondent Cheyenne,,275,26193
1942, by the respondent Tekeli, by the respondent Jonathon,,12574,24893
1943, case and advocate Nielsen, case and advocate Karen,,64551,35745
1944, by the respondent Şadiye, by the respondent Reginald,,9188,67
1945, a court designated by Ely, a court designated by Brianna,,398,12930
1946, the expert Legros, the expert Sheryl,,3714,46125
1947, by the respondent State, by the respondent Daniel,,3314,15469
1948, was represented by Fitzgerald, was represented by Julie,,62314,42287
1949, case and advocate Szücs, case and advocate Reginald,,4942,67
1950, by the respondent Schindler, by the respondent Reginald,,1565,67
1951, was represented by Tommy, was represented by Dana,,40139,47713
1952, the expert Catherine, the expert Joseph,,42663,15466
1953, by the applicant's representative Volikas, by the applicant's representative Aimee,,300,68
1954, by the applicant's representative Anatoli, by the applicant's representative Michaela,,14559,64
1955, the expert Carnice, the expert Doris,,560,285
1956, the expert İslam, the expert Erica,,114848,92935
1957, a court designated by Renata, a court designated by Madeline,,460,4939
1958, by the applicant Claridge, by the applicant Kayla,,6614,4355
1959, was represented by Lewak, was represented by Mackenzie,,587,57963
1960, was represented by Aslan, was represented by Jillian,,10946,1122
1961, by the applicant's representative Ferguson, by the applicant's representative Lisa,,38476,29656
1962, was represented by Ahmed, was represented by Robert,,41769,8563
1963, by the respondent Jauncey, by the respondent Katelyn,,88,77
1964, was represented by Yesevi, was represented by Cheyenne,,10176,26193
1965, by the respondent Antoni, by the respondent Jodi,,72,31559
1966, by the applicant Dogru, by the applicant Sherry,,2739,5515
1967, by the respondent Gavriel, by the respondent Cheyenne,,22811,26193
1968, by the applicant Ross, by the applicant Benjamin,,21116,30411
1969, by the applicant's representative Mitchell, by the applicant's representative Veronica,,31038,83621
1970, by the applicant's representative Keser, by the applicant's representative Tammy,,261,2465
1971, by the applicant Wąsek, by the applicant Jocelyn,,57367,92609
1972, was represented by WEGENER, was represented by Kaitlyn,,12545,18499
1973, by the applicant Gołek, by the applicant Mckenzie,,1247,13846
1974, the expert Adoud, the expert Sherry,,3023,5515
1975, by the respondent Kiefer, by the respondent Kaitlin,,809,3817
1976, case and advocate Farrell, case and advocate Daniel,,86445,15469
1977, the expert Özen, the expert Erika,,5797,41554
1978, by the respondent Reminiac, by the respondent Yvonne,,582,30052
1979, by the applicant's representative Serhat, by the applicant's representative Mandy,,9379,13634
1980, the expert Upper, the expert Emily,,31714,35266
1981, by the respondent Kilinç, by the respondent Brandi,,116529,72
1982, the expert Zinnet, the expert Loretta,,4816,2629
1983, by the applicant's representative Hampson, by the applicant's representative Tammy,,942,2465
1984, was represented by Gibbs, was represented by Danielle,,84651,72716
1985, by the applicant Meyrem, by the applicant Felicia,,1864,24985
1986, by the respondent Philippe, by the respondent Carla,,67954,94870
1987, by the respondent Akalın, by the respondent Reginald,,16507,67
1988, the expert Töre, the expert Reginald,,265,67
1989, a court designated by Haas, a court designated by Hayley,,300,3258
1990, by the respondent Karatepe, by the respondent Jocelyn,,375,92609
1991, by the applicant's representative Yolcu, by the applicant's representative Abigail,,20811,85306
1992, a court designated by Botwright, a court designated by Deanna,,53852,12930
1993, the expert Ladner, the expert Zachary,,1215,661
1994, the expert Frowein, the expert Rebekah,,72720,1494
1995, the expert Tural, the expert Tricia,,4269,24985
1996, case and advocate Thrane, case and advocate Debra,,2194,14720
1997, by the applicant's representative Berglin, by the applicant's representative Sheri,,3817,72
1998, case and advocate Monnat, case and advocate Kaylee,,34397,8669
1999, a court designated by Dean, a court designated by Cynthia,,25028,75671
2000, case and advocate Fischbach, case and advocate Priscilla,,35638,6374
2001, the expert Subicka, the expert Phyllis,,64,285
2002, the expert Stenkula, the expert Tammie,,5724,648
2003, by the respondent Yazdani, by the respondent Jocelyn,,5676,92609
2004, case and advocate Federal, case and advocate Lisa,,12411,29656
2005, by the respondent Weh, by the respondent Shelly,,71,12160
2006, was represented by Jip, was represented by Brittney,,575,3520
2007, the expert Kawecka, the expert Kaitlin,,97357,3817
2008, by the applicant's representative Juri, by the applicant's representative Tanya,,6198,25041
2009, by the respondent Agit, by the respondent Lacey,,275,57020
