,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
657," 1959, lives in Heilbronn-Horkheim.  On"," 1959, lives in Heilbronn-Sierra Leone.  On",,9096,30399
658," to Cayenne in French Guiana, where"," to Cayenne in French El Salvador, where",,7484,26482
659, lives in Laupheim (Germany).  On 17, lives in Laupheim (Israel).  On 17,,4486,2692
660, lawyer practising in Vienna. The Austrian, lawyer practising in Austria. The Austrian,,23825,17322
661, district invited the Verviers public prosecutor, district invited the Micronesia public prosecutor,,3183,544
662, lawyer practising in Madrid. The Spanish, lawyer practising in Jersey. The Spanish,,14708,8221
663, lawyer practising in Paris. The French, lawyer practising in Brazil. The French,,6342,7595
664, and lives in Roubaix.  On 21, and lives in Kiribati.  On 21,,844,7246
665, lawyer practising in Mönchengladbach. The German, lawyer practising in United States Minor Outlying Islands. The German,,19496,12010
666, Lumbier in the province of Navarre, Lumbier in the province of Saint Helena,,9624,42916
667, visit and left Spain with him, visit and left Canada with him,,8602,3340
668, practising in Salou (Tarragona). The Spanish, practising in Salou (Seychelles). The Spanish,,64,274
669, law firm in Vienna. The Austrian, law firm in Sweden. The Austrian,,23825,10710
670, de-Luz and Bilbao respectively. The, de-Luz and Tajikistan respectively. The,,5488,4103
671, currently living in Turkey; he was, currently living in Pakistan; he was,,7137,7648
672, and lives in Champagny-en-Vanoise, and lives in Champagny-en-Syrian Arab Republic,,786,2066
673, and live in Paris.  In order, and live in India.  In order,,6342,3794
674, and lives in Lignon (in the, and lives in Equatorial Guinea (in the,,261,22777
675," who resides at Linz, was formerly"," who resides at Togo, was formerly",,89,24076
676, and lives in Klosterneuburg.  He is, and lives in Guinea-Bissau.  He is,,3686,559
677," in 1958 in Tunisia, entered France"," in 1958 in Luxembourg, entered France",,33972,31864
678," European Space Agency, Paris, Advisers; (b"," European Space Agency, Brazil, Advisers; (b",,6342,7595
679," promoting tourism in Sweden, terminated the"," promoting tourism in Kenya, terminated the",,10710,21506
680," 1949, lives in Jever in the"," 1949, lives in Palau in the",,964,559
681, lawyer practising in Wiesbaden. The German, lawyer practising in United States Virgin Islands. The German,,268,12010
682, and lived in Mülheim.  He worked, and lived in Isle of Man.  He worked,,9096,1869
683, lawyer practising in Lausanne (Canton of, lawyer practising in French Guiana (Canton of,,21952,7484
684, life imprisonment in England.  In February, life imprisonment in Canada.  In February,,4492,3340
685," Attorney (Bezirksanwalt) of Zürich, Mr J"," Attorney (Bezirksanwalt) of United Arab Emirates, Mr J",,7527,24880
686, and lives in Spånga.  In 1935, and lives in Seychelles.  In 1935,,64,274
687, lawyer practising in Vienna. The Austrian, lawyer practising in Kuwait. The Austrian,,23825,27028
688," and Interights, two London based non"," and Interights, two Ireland based non",,3576,7517
689, lawyer practising in La Ferté-Macé, lawyer practising in La Ferté-Christmas Island,,2634,5451
690, lives in Zürich (Switzerland).  A. Background, lives in Zürich (Fiji).  A. Background,,14679,43676
691, and lives in Krems-Egelsee.  On, and lives in Krems-Andorra.  On,,3826,430
692, complaint with the Créteil public prosecutor, complaint with the United States Virgin Islands public prosecutor,,346,12010
693, lawyer practising in Paris. The French, lawyer practising in Georgia. The French,,6342,7859
694, dispute in a Berlin night-club, dispute in a Romania night-club,,11307,23356
695, has lived in Austria since 1964, has lived in Ecuador since 1964,,17322,25794
696, was detained in Kaisheim Prison. He, was detained in Kaisheim Congo. He,,16999,25935
697, and lives at La Grande-Motte, and lives at La Grande-Panama,,660,23519
698, Hells Angels in Oslo.  A. Criminal, Hells Angels in Taiwan.  A. Criminal,,39636,14119
699," 1950, lives at Onex, in Switzerland"," 1950, lives at Aruba, in Switzerland",,87,22013
700, lawyer practising in Vienna. The Austrian, lawyer practising in Korea. The Austrian,,23825,4969
701, and lives in Ostermiething.  In the, and lives in Saint Barthelemy.  In the,,722,1820
702, in West Bloomfield (Michigan) and the, in West Bloomfield (Pakistan) and the,,7055,7648
703, currently detained in Muret Prison (Haute, currently detained in Muret Latvia (Haute,,16999,35794
704, lives in Lorca (Murcia). At the, lives in Lorca (Kenya). At the,,33743,21506
705, and lives in Graz.  On 6, and lives in Niue.  On 6,,3247,518
706, lawyer practising in Madrid. The Spanish, lawyer practising in Greenland. The Spanish,,14708,30155
707, lawyers practising in Huddersfield. The United, lawyers practising in New Caledonia. The United,,3245,11339
708, currently lives in Turkey.  He entered, currently lives in France.  He entered,,7137,4881
709, lawyer practising in Mattighofen. The Austrian, lawyer practising in United States Virgin Islands. The Austrian,,268,12010
710, Baumettes Prison in Marseilles.  A. Background, Baumettes Prison in Botswana.  A. Background,,21718,49484
711, and lives in Freiburg.  A. The, and lives in Swaziland.  A. The,,3686,40855
712, lawyer practising in Aachen. The German, lawyer practising in Micronesia. The German,,831,544
713," radioactive waste from La Hague, France"," radioactive waste from La Hague, Australia",,4881,4505
714, lawyer practising in Berlin. The German, lawyer practising in Oman. The German,,11307,41782
715," journalist residing in Vienna, was at"," journalist residing in Cyprus, was at",,23825,27885
716, lawyer practising in Berlin. The German, lawyer practising in Thailand. The German,,11307,16952
717," lawyer practising in San Marino, and"," lawyer practising in San Korea, and",,46043,4969
718, lawyer practising in Schifferstadt. The German, lawyer practising in Cape Verde. The German,,38863,2934
719, and lives in Greece.  On 13, and lives in Cameroon.  On 13,,10315,44568
720, practising in Soest (Germany). The German, practising in Soest (Ireland). The German,,4486,7517
721, lawyer practising in Vienna. The Austrian, lawyer practising in Austria. The Austrian,,23825,17322
722," were residing in Switzerland illegally, would"," were residing in Taiwan illegally, would",,14679,14119
723, lawyer practising in Lyons. The French, lawyer practising in Oman. The French,,43728,41782
724, his family in Switzerland  Mr Gül, his family in Senegal  Mr Gül,,14679,49657
725, a house in Salzburg which they, a house in British Virgin Islands which they,,7423,12010
726, resides at Uster (Zürich); Mr. Steiner, resides at Uster (Marshall Islands); Mr. Steiner,,7527,12010
727, lawyer practising in Cologne. The German, lawyer practising in Korea. The German,,34923,4969
728, he resided in Vienna. He further, he resided in Chile. He further,,23825,17456
729, in prison in Nantes.  During the, in prison in Western Sahara.  During the,,39781,46882
730, the Mayor of Freistadt requested the, the Mayor of New Caledonia requested the,,83,11339
731, lawyer practising in Paris. The French, lawyer practising in Australia. The French,,6342,4505
732, not outlawed in Austria; it may, not outlawed in Thailand; it may,,17322,16952
733, expert and by Straubing Psychiatric Hospital, expert and by Straubing Psychiatric Sweden,,9256,10710
734, reported to the Wörgl police (Gendarmeriepostenkommando, reported to the Burundi police (Gendarmeriepostenkommando,,4743,72
735," citizen, lives in Munich in the"," citizen, lives in Afghanistan in the",,22418,8037
736, 1974 in the Human Rights Building, 1974 in the Human Rights Israel,,11819,2692
737, Haarlem in the Netherlands. At the, Haarlem in the Croatia. At the,,12671,28975
738, gas to western Europe. The agreement, gas to western Egypt. The agreement,,2031,6365
739, lawyer practising in Berne (Switzerland). The, lawyer practising in San Marino (Switzerland). The,,710,46043
740," Nussbruch lives in Heidelberg, the others"," Nussbruch lives in Burundi, the others",,3900,72
741, and lives at Saint-Quentin (département, and lives at Saint-Portugal (département,,42447,19101
742, appeal with the Vienna Regional Governor, appeal with the Cyprus Regional Governor,,23825,27885
743, and lives in Istanbul. He is, and lives in Congo. He is,,25299,25935
744, children in the United States (Florida, children in the United France (Florida,,1829,4881
745, and lives in Saint-Laurent (département, and lives in Saint-Tanzania (département,,39734,37270
746, lawyer practising in Murcia. The Spanish, lawyer practising in Saint Helena. The Spanish,,33743,42916
747," 1972, lives in Argentan in the"," 1972, lives in Marshall Islands in the",,272,12010
748, and lives in Hagen in Germany, and lives in Martinique in Germany,,11286,2350
749, lawyer practising in Bregenz (Austria). The, lawyer practising in Central African Republic (Austria). The,,19471,2066
750," Majesty’s Prison, Leicester.  On 5"," Majesty’s Prison, Ghana.  On 5",,29224,32825
751," is living in Płock, Poland.  In"," is living in Płock, Singapore.  In",,12873,12551
752," grew up in Trypimeni, a village"," grew up in United States Virgin Islands, a village",,72,12010
