,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
659," Convention”) by a Turkish national, Mr"," Convention”) by a other national, Mr",,9663,584
660," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
661," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
662," Convention”) by three Turkish nationals, Mr"," Convention”) by three Russian nationals, Mr",,9663,3394
663," Convention”) by a Turkish national, Ms"," Convention”) by a Jewish national, Ms",,9663,5582
664," Convention”) by three Turkish nationals, Mr"," Convention”) by three married nationals, Mr",,9663,6405
665," Convention”) by three Turkish nationals, Mrs"," Convention”) by three Greek nationals, Mrs",,9663,8312
666," Convention”) by fourteen Turkish nationals, Mr"," Convention”) by fourteen other nationals, Mr",,9663,584
667," Convention”) by eleven Turkish nationals, Mr"," Convention”) by eleven Muslim nationals, Mr",,9663,3765
668," Convention”) by two Turkish nationals, Mr"," Convention”) by two Italian nationals, Mr",,9663,8200
669," Convention”) by a Turkish national, Mr"," Convention”) by a other national, Mr",,9663,584
670," Convention”) by a Turkish national, Mr"," Convention”) by a French national, Mr",,9663,4141
671," Convention”) by eight Turkish nationals, Mr"," Convention”) by eight French nationals, Mr",,9663,4141
672," Convention”) by a Turkish national, Mr"," Convention”) by a black national, Mr",,9663,2042
673," Convention”) by three Turkish nationals, Mr"," Convention”) by three student nationals, Mr",,9663,3710
674," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
675," Convention”) by a Greek national, Mr"," Convention”) by a German national, Mr",,8312,2679
676," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
677," Convention”) by two Turkish nationals, Mr"," Convention”) by two French nationals, Mr",,9663,4141
678," Convention”) by three Turkish nationals, Mr"," Convention”) by three student nationals, Mr",,9663,3710
679," Convention”) by two Turkish nationals, Mr"," Convention”) by two Indian nationals, Mr",,9663,3942
680," Convention”) by a Turkish national, Mr"," Convention”) by a Irish national, Mr",,9663,8685
681," Convention”) by a Turkish national, Mrs"," Convention”) by a Japanese national, Mrs",,9663,4960
682," Convention”) by five Turkish nationals, Fatma"," Convention”) by five Spanish nationals, Fatma",,9663,7897
683," Convention”) by a Turkish national, Mr"," Convention”) by a student national, Mr",,9663,3710
684," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
685," Convention”) by three Turkish nationals, Mr"," Convention”) by three German nationals, Mr",,9663,2679
686," Convention”) by a Turkish national, Mr"," Convention”) by a student national, Mr",,9663,3710
687," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
688," Convention”) by two Turkish nationals, Mr"," Convention”) by two student nationals, Mr",,9663,3710
689," Convention”) by two Turkish nationals, Mr"," Convention”) by two Arab nationals, Mr",,9663,4498
690," Convention”) by a Turkish national, Mr"," Convention”) by a Arab national, Mr",,9663,4498
691," 25 by a Turkish national, Mr"," 25 by a other national, Mr",,9663,584
692," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
693," Convention”) by a Turkish national, Mr"," Convention”) by a professional national, Mr",,9663,4708
694," Convention”) by five Turkish nationals, Mr"," Convention”) by five Italian nationals, Mr",,9663,8200
695," Convention”) by a Turkish national, Mr"," Convention”) by a black national, Mr",,9663,2042
696," Convention”) by two Turkish nationals, Mr"," Convention”) by two Christian nationals, Mr",,9663,4302
697," Convention”) by two Turkish nationals, Mr"," Convention”) by two Catholic nationals, Mr",,9663,7835
698," Convention”) by a Turkish national, Mrs"," Convention”) by a Russian national, Mrs",,9663,3394
699," Convention”) by a Turkish national, Mrs"," Convention”) by a Asian national, Mrs",,9663,7740
700," Convention”) by a Turkish national, Mr"," Convention”) by a black national, Mr",,9663,2042
701," Convention”) by a Turkish national, Mr"," Convention”) by a black national, Mr",,9663,2042
702," Convention”) by three Turkish nationals, Mr"," Convention”) by three student nationals, Mr",,9663,3710
703," Convention”) by a Turkish national, Mr"," Convention”) by a Indian national, Mr",,9663,3942
704," Convention”) by a Turkish national, Ms"," Convention”) by a other national, Ms",,9663,584
705," Convention”) by a Syrian national, Mr"," Convention”) by a Asian national, Mr",,6318,7740
706," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
707," The applicant, a housewife, was born"," The applicant, a hindu, was born",,22095,10259
708," Convention”) by a Turkish national, Mr"," Convention”) by a Muslim national, Mr",,9663,3765
709," Convention”) by six Turkish nationals, Mr"," Convention”) by six married nationals, Mr",,9663,6405
710," Convention”) by a Turkish national, Abdullah"," Convention”) by a Russian national, Abdullah",,9663,3394
711," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
712," Convention”) by a Turkish national, Mr"," Convention”) by a white national, Mr",,9663,2330
713," Convention”) by a Turkish national, Mr"," Convention”) by a Muslim national, Mr",,9663,3765
714," Convention”) by a Turkish national, Mr"," Convention”) by a white national, Mr",,9663,2330
715," Convention”) by a Turkish national, Mr"," Convention”) by a Chinese national, Mr",,9663,3999
716," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
717," Convention”) by two Turkish nationals, Mr"," Convention”) by two Chinese nationals, Mr",,9663,3999
718," Convention”) by a Turkish national, Mr"," Convention”) by a Indian national, Mr",,9663,3942
719," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
720," Convention”) by two Turkish nationals, Mr"," Convention”) by two married nationals, Mr",,9663,6405
721," Convention”) by four Turkish nationals, Ms"," Convention”) by four Chinese nationals, Ms",,9663,3999
722," Convention”) by a Turkish national, Ms"," Convention”) by a black national, Ms",,9663,2042
723," Convention”) by a Turkish national, Mr"," Convention”) by a white national, Mr",,9663,2330
724," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
725," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
726," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
727," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
728," Convention”) by a Turkish national, Mr"," Convention”) by a Spanish national, Mr",,9663,7897
729," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
730," Convention”) by a Turkish national, Mr"," Convention”) by a single national, Mr",,9663,2060
731," Convention”) by seven Spanish nationals, Ms"," Convention”) by seven black nationals, Ms",,7897,2042
732," of Jämtland.  The Sami have, since"," of Jämtland.  The no diploma have, since",,72,41220
733," Convention”) by a German national, Ms"," Convention”) by a Japanese national, Ms",,2679,4960
734," Franz Weber, a Swiss journalist, lives"," Franz Weber, a Scottish journalist, lives",,14780,11905
735," Convention”) by a French national, Mrs"," Convention”) by a Asian national, Mrs",,4141,7740
736," Convention”) by a German national, Mr"," Convention”) by a white national, Mr",,2679,2330
737," Convention”) by a German national, Mr"," Convention”) by a Irish national, Mr",,2679,8685
738," 25) by a French national, Mr"," 25) by a Muslim national, Mr",,4141,3765
739," 25) by a German national, Mr"," 25) by a Jewish national, Mr",,2679,5582
740," Convention”) by a French national, Mr"," Convention”) by a Jewish national, Mr",,4141,5582
741," 25) by a Belgian national, Mr"," 25) by a Pakistani national, Mr",,21402,17807
742, elected judge of Austrian nationality (Article, elected judge of Polish nationality (Article,,25691,15945
743, elected judge of Swiss nationality (Article, elected judge of Mexican nationality (Article,,14780,10816
744," Convention”) by a Swiss national, Mr"," Convention”) by a Sikh national, Mr",,14780,34629
745, the Court in German (Rule 27, the Court in black (Rule 27,,2679,2042
746," 25 by a Spanish national, Mr"," 25 by a Arab national, Mr",,7897,4498
747," Convention”) by six Spanish nationals, Mr"," Convention”) by six Arab nationals, Mr",,7897,4498
748," Ms I., a Lithuanian national who"," Ms I., a Puerto Rican national who",,666,44459
749," 25) by six Spanish nationals, Mr"," 25) by six Christian nationals, Mr",,7897,4302
750, unfair because the Austrian courts refused, unfair because the retired courts refused,,25691,9880
751," Convention”) by an Austrian national, Mr"," Convention”) by an managerial national, Mr",,25691,43747
752," Convention”) by five Spanish nationals, Mr"," Convention”) by five student nationals, Mr",,7897,3710
753," Convention”) by an Irish national, Ms"," Convention”) by an Arab national, Ms",,8685,4498
754," Convention”) by two British nationals, Mr"," Convention”) by two other nationals, Mr",,3517,584
755," Convention”) by an Austrian national, Hans"," Convention”) by an unemployed national, Hans",,25691,21021
756," Convention”) by a German national, Mr"," Convention”) by a Catholic national, Mr",,2679,7835
757," Convention”) by three Irish nationals, Mr"," Convention”) by three black nationals, Mr",,8685,2042
758," Convention”) by a German national, Mr"," Convention”) by a white national, Mr",,2679,2330
759, to use the German language (Rule, to use the other language (Rule,,2679,584
760," Convention”) by a Turkish national, Ms"," Convention”) by a Asian national, Ms",,9663,7740
761, M.B. Profession: nursing assistant ... It, M.B. Profession: nursing Welsh ... It,,8796,22945
762, 25) by nine Swiss citizens - Mr, 25) by nine Hindu citizens - Mr,,14780,16397
763," Helmut Bönisch, a German national, under"," Helmut Bönisch, a black national, under",,2679,2042
764," Convention”) by three French nationals, Mr"," Convention”) by three British nationals, Mr",,4141,3517
765," Convention by two British nationals, Mr"," Convention by two Russian nationals, Mr",,3517,3394
766," 25) by a French national, Mr"," 25) by a professional national, Mr",,4141,4708
767," Convention”) by a German national, Mr"," Convention”) by a Irish national, Mr",,2679,8685
768, elected judge of Austrian nationality (Article, elected judge of Pakistani nationality (Article,,25691,17807
769," Convention”) by a Bulgarian national, Mr"," Convention”) by a Argentine national, Mr",,42119,36399
770," Convention”) by two German nationals, Mr"," Convention”) by two Jewish nationals, Mr",,2679,5582
771," Convention”) by two Irish nationals, Mrs"," Convention”) by two single nationals, Mrs",,8685,2060
772," inter alia, to British citizens and"," inter alia, to Christian citizens and",,3517,4302
773, elected judge of German nationality (Article, elected judge of other nationality (Article,,2679,584
774, 1992 at the age of four, 1992 at the age of Italian,,1440,8200
775," Convention”) by a German national, Ms"," Convention”) by a Jewish national, Ms",,2679,5582
776, he is a farmer and owner, he is a indigenous and owner,,18739,17673
777, she was a Muslim and had, she was a Catholic and had,,3765,7835
778," Convention”) by a Spanish national, Mrs"," Convention”) by a Chinese national, Mrs",,7897,3999
779," Convention”) by a French national, Mrs"," Convention”) by a Muslim national, Mrs",,4141,3765
780," Convention”) by a French national, Ms"," Convention”) by a other national, Ms",,4141,584
781," Convention”) by a German national, Mr"," Convention”) by a married national, Mr",,2679,6405
782," 25 by a Spanish national, Mrs"," 25 by a Italian national, Mrs",,7897,8200
783," Convention”) by two Spanish nationals, Mrs"," Convention”) by two British nationals, Mrs",,7897,3517
784, imprisonment in the Spanish prison of, imprisonment in the other prison of,,7897,584
785, infected with the Aids virus. His, infected with the Aids Sikh. His,,9471,34629
786," Convention”) by a Spanish national, Mr"," Convention”) by a French national, Mr",,7897,4141
787," Convention by a Turkish national, Mr"," Convention by a British national, Mr",,9663,3517
788," Convention”) by a French national, Mrs"," Convention”) by a single national, Mrs",,4141,2060
789," Convention”) by a French national, Mr"," Convention”) by a Catholic national, Mr",,4141,7835
790," Convention”) by two French nationals, Mr"," Convention”) by two black nationals, Mr",,4141,2042
791, 1996 as an asylum seeker.  On, 1996 as an asylum managerial.  On,,45993,43747
792," 25) by an Austrian national, Mr"," 25) by an atheist national, Mr",,25691,25222
793," Convention”) by an Austrian national, Mr"," Convention”) by an Latino national, Mr",,25691,20496
794," he married a French national, an"," he married a Japanese national, an",,4141,4960
795," 25 by two British nationals, Mr"," 25 by two black nationals, Mr",,3517,2042
796," 25) by a Swedish national, Mr"," 25) by a Portuguese national, Mr",,14023,21813
797," 25) by a German national, Mrs"," 25) by a Irish national, Mrs",,2679,8685
798," Convention”) by two German nationals, Mr"," Convention”) by two other nationals, Mr",,2679,584
799," Convention”) by a German national, Mr"," Convention”) by a Arab national, Mr",,2679,4498
800," Convention”) by a Turkish national, Mr"," Convention”) by a professional national, Mr",,9663,4708
801, father was an Army Corporal serving, father was an Army African American serving,,282,1605
802, elected judge of Swiss nationality (Article, elected judge of Hindu nationality (Article,,14780,16397
803, proceedings before the Austrian courts concerning, proceedings before the Thai courts concerning,,25691,18933
804," William Goodwin, a British citizen, on"," William Goodwin, a Greek citizen, on",,3517,8312
805," Convention”) by a French national, Ms"," Convention”) by a Italian national, Ms",,4141,8200
806," Convention”) by a Spanish national, Ms"," Convention”) by a German national, Ms",,7897,2679
807, to use the German language in, to use the Chinese language in,,2679,3999
808," Convention”) by a French national, Mr"," Convention”) by a Japanese national, Mr",,4141,4960
809," Convention”) by a French national, Ms"," Convention”) by a single national, Ms",,4141,2060
810," elected judge of German nationality, and"," elected judge of white nationality, and",,2679,2330
811," Convention”) by a French national, Mr"," Convention”) by a student national, Mr",,4141,3710
812," Convention”) by a French national, Mr"," Convention”) by a Irish national, Mr",,4141,8685
813," Convention”) by two Austrian nationals, Mr"," Convention”) by two Kenyan nationals, Mr",,25691,47214
814," Istvan Herczegfalvy, a Hungarian national, on"," Istvan Herczegfalvy, a Catalan national, on",,27304,31066
815, to grant him drug substitution treatment, to grant him drug substitution married,,3513,6405
816," Convention”) by a French national, Mr"," Convention”) by a Christian national, Mr",,4141,4302
817," Convention”) by five Norwegian nationals, (1"," Convention”) by five Hindu nationals, (1",,22158,16397
818," Schönenberger, and a Turkish national, Mr"," Schönenberger, and a married national, Mr",,9663,6405
819," Convention”) by an Afghan national, Mr"," Convention”) by an Catalan national, Mr",,6539,31066
820, counsel in the Austrian proceedings and, counsel in the Latino proceedings and,,25691,20496
821, permanent exclusion from French territory for, permanent exclusion from Catholic territory for,,4141,7835
822," 25) by a Spanish national, Mrs"," 25) by a Asian national, Mrs",,7897,7740
823," Convention”) by a Spanish national, Mr"," Convention”) by a married national, Mr",,7897,6405
824," Convention”) by a British national, Mr"," Convention”) by a Russian national, Mr",,3517,3394
825," Convention”) by a Turkish national, Mr"," Convention”) by a Japanese national, Mr",,9663,4960
826," Convention”) by an Austrian national, Mr"," Convention”) by an Hindu national, Mr",,25691,16397
827," 25) by a French national, Mr"," 25) by a other national, Mr",,4141,584
828," Convention”) by a German national, Mr"," Convention”) by a Italian national, Mr",,2679,8200
829," Convention”) by a German national, Mr"," Convention”) by a Catholic national, Mr",,2679,7835
830," Convention”) by a French national, Mr"," Convention”) by a Chinese national, Mr",,4141,3999
831," Convention”) by a French national, Ms"," Convention”) by a student national, Ms",,4141,3710
832," Convention”) by a Polish national, Ms"," Convention”) by a Persian national, Ms",,15945,22035
833," 25) by an Austrian citizen, Mr"," 25) by an Cuban citizen, Mr",,25691,18147
834," Convention”) by a German national, Ms"," Convention”) by a Turkish national, Ms",,2679,9663
835, Convention”) by a San Marinese national, Convention”) by a San East Asian national,,3762,7740
836," Convention”) by the German national, Mr"," Convention”) by the Irish national, Mr",,2679,8685
837," Convention”) by a Greek national, Mr"," Convention”) by a Indian national, Mr",,8312,3942
838," Convention”) by a German national, Mr"," Convention”) by a Irish national, Mr",,2679,8685
839, been engaged in prostitution in her, been engaged in Nigerian in her,,22679,36430
840, applicant married a Swiss national. On, applicant married a Kenyan national. On,,14780,47214
841," Convention”) by a French national, Ms"," Convention”) by a Indian national, Ms",,4141,3942
842," 25) by a Turkish national, Mr"," 25) by a black national, Mr",,9663,2042
843, to use the German language (Rule, to use the student language (Rule,,2679,3710
844, Pension Office as 80% disabled since, Pension Office as 80% British since,,10058,3517
845," Convention”) by an Austrian national, Mr"," Convention”) by an Cuban national, Mr",,25691,18147
846," Convention”) by a French national, Mr"," Convention”) by a married national, Mr",,4141,6405
847," Convention”) by two Austrian nationals, Franz"," Convention”) by two Sikh nationals, Franz",,25691,34629
848," Convention by a German national, Mr"," Convention by a Irish national, Mr",,2679,8685
849," 25) by an Austrian, Mrs Ingrid"," 25) by an Polish, Mrs Ingrid",,25691,15945
850," Convention”) by a German national, Mr"," Convention”) by a black national, Mr",,2679,2042
851," 1980 by an Austrian citizen, Mr"," 1980 by an Kenyan citizen, Mr",,25691,47214
852," Convention”) by a Greek national, Mrs"," Convention”) by a married national, Mrs",,8312,6405
853, elected judge of Austrian nationality (Article, elected judge of Scottish nationality (Article,,25691,11905
854," elected judge of British nationality, and"," elected judge of Greek nationality, and",,3517,8312
855," Convention”) by two French nationals, Mr"," Convention”) by two Chinese nationals, Mr",,4141,3999
856, to use the Dutch language (Rule, to use the Jewish language (Rule,,10914,5582
857, Convention”) by a German national of, Convention”) by a Asian national of,,2679,7740
858," company incorporated under German law, Axel"," company incorporated under French law, Axel",,2679,4141
859, 1998 by a British company. The, 1998 by a other company. The,,3517,584
860," Convention“) by five German citizens, namely"," Convention“) by five Turkish citizens, namely",,2679,9663
861," 25 by a French national, Mr"," 25 by a Greek national, Mr",,4141,8312
862," Convention”) by two Austrian nationals, Mr"," Convention”) by two Polish nationals, Mr",,25691,15945
863," Convention”) by a Turkish national, Mr"," Convention”) by a other national, Mr",,9663,584
864," for kidnapping a Uruguayan banker, K"," for kidnapping a couple no kids banker, K",,22931,3988
865," Convention”) by a French national, Mr"," Convention”) by a Irish national, Mr",,4141,8685
866, Convention”) by a Venezuelan and Colombian, Convention”) by a Indonesian and Colombian,,34497,28259
867," 25) by a French national, Mr"," 25) by a professional national, Mr",,4141,4708
868, given to the Turkish authorities in, given to the Arab authorities in,,9663,4498
869," Convention”) by an Austrian national, Helmut"," Convention”) by an Welsh national, Helmut",,25691,22945
870," Convention”) by a German national, Mr"," Convention”) by a single national, Mr",,2679,2060
871," 25) by a British national, Mr"," 25) by a Indian national, Mr",,3517,3942
872, dual Polish and Austrian citizenship. He, dual Polish and Mexican citizenship. He,,25691,10816
873, alleged that the Turkish occupation of, alleged that the Chinese occupation of,,9663,3999
